@RELATION clima
@ATTRIBUTE FECHA date dd-MM
@ATTRIBUTE T_MAX real
@ATTRIBUTE T_MED real
@ATTRIBUTE T_MIN real
@ATTRIBUTE H_R_MAX real
@ATTRIBUTE H_R_MED real
@ATTRIBUTE H_R_MIN real
@ATTRIBUTE RADIACION real
@ATTRIBUTE class {VERDADERO,FALSO}
@ATTRIBUTE LLUVIA2 real
@ATTRIBUTE LLUVIA_MIN real
@ATTRIBUTE T_S_MAX real
@ATTRIBUTE T_S_MED real
@ATTRIBUTE T_S_MIN real
@ATTRIBUTE V_MAX real
@ATTRIBUTE V_MED real
@ATTRIBUTE V_MIN real
@ATTRIBUTE CV1 integer
@ATTRIBUTE CV2 integer 
@ATTRIBUTE CV3 integer
@ATTRIBUTE CV4 integer
@ATTRIBUTE DIRECCION integer
@ATTRIBUTE HORAS integer
@ATTRIBUTE H_T integer
@ATTRIBUTE H_HR integer
@ATTRIBUTE H_R integer
@ATTRIBUTE H_LL integer
@ATTRIBUTE H_TS integer
@ATTRIBUTE H_V integer
@ATTRIBUTE H_D integer
@ATTRIBUTE CALCULOS integer
@ATTRIBUTE MTMEN0 integer
@ATTRIBUTE MTMEN7 integer
@ATTRIBUTE MTMA30 integer
@ATTRIBUTE MVMA50 integer

@DATA
1-2,15.97,9.777167,3.69,68.9,44.07709,20.25,11.60618,FALSO,0,0,?,?,?,9.83,2.665083,?,101,197,791,349,3,24,24,24,24,24,0,24,24,1,0,600,0,0
2-2,20.46,14.82542,9.27,37.98,26.05,18.21,11.10936,FALSO,0,0,?,?,?,12.26,3.170375,?,56,110,785,483,3,24,24,24,24,24,0,24,24,1,0,0,0,0
3-2,16.03,12.51333,8.29,62.14,31.41458,18.79,4.710053,FALSO,0,0,?,?,?,19.39,4.935667,?,600,96,168,572,1,24,24,24,24,24,0,24,24,1,0,0,0,0
4-2,13,9.32071,6.051,79.6,70.28499,63.88,9.405209,FALSO,0,0,?,?,?,10.81,2.309541,?,112,299,690,340,3,24,24,24,24,24,0,24,24,1,0,60,0,0
5-2,14.19,9.942001,5.857,87.1,74.65708,62.51,6.860693,VERDADERO,1.4,180,?,?,?,24.74,6.132166,?,510,117,218,592,4,24,24,24,24,24,0,24,24,1,0,120,0,0
6-2,10.58,6.557625,4.409,77.2,64.28458,57.03,7.494588,FALSO,0,0,?,?,?,21.17,6.312084,?,796,342,76,224,1,24,24,24,24,24,0,24,24,1,0,960,0,0
7-2,20.82,7.213459,3.884,81.7,70.97709,60.47,8.002221,FALSO,0,0,?,?,?,18.1,3.829791,?,363,408,373,295,2,24,24,24,24,24,0,24,24,1,0,720,0,0
8-2,14.77,10.07796,6.252,85.4,69.72709,54.92,11.88887,FALSO,0,0,?,?,?,13.24,2.963875,?,99,501,593,248,3,24,24,24,24,24,0,24,24,1,0,60,0,0
9-2,15.95,10.63004,5.726,78.5,60.93959,46.55,12.33366,FALSO,0,0,?,?,?,8.54,2.441875,?,75,205,844,313,3,24,24,24,24,24,0,24,24,1,0,240,0,0
10-2,17.15,11.43417,7.63,59,48.72249,33.87,11.64449,FALSO,0,0,?,?,?,10.97,2.943042,?,90,121,738,492,3,24,24,24,24,24,0,24,24,1,0,0,0,0
11-2,14.91,10.33796,5.791,74.8,59.32709,51.19,12.51028,FALSO,0,0,?,?,?,9.19,2.61075,?,93,238,859,251,3,24,24,24,24,24,0,24,24,1,0,60,0,0
12-2,19.74,13.11792,7.11,69.1,44.51167,24.92,12.88582,FALSO,0,0,?,?,?,7.08,2.19175,?,135,127,838,337,3,24,24,24,24,24,0,24,24,1,0,0,0,0
13-2,17.73,13.64833,9.87,49.32,40.00958,32.43,12.71579,FALSO,0,0,?,?,?,11.45,2.652126,?,113,144,680,505,3,24,24,24,24,24,0,24,24,1,0,0,0,0
14-2,14.19,10.24925,5.455,71.9,53.96542,38.59,12.47648,FALSO,0,0,?,?,?,18.58,4.141084,?,85,595,402,357,2,24,24,24,24,24,0,24,24,1,0,60,0,0
15-2,20,7.977084,2.703,64.05,44.27291,31.63,8.802431,FALSO,0,0,?,?,?,21.34,4.209292,?,61,990,371,17,2,24,24,24,24,24,0,24,24,1,0,780,0,0
16-2,18.39,11.61908,3.822,77.1,58.71376,43.77,9.586266,FALSO,0,0,?,?,?,12.91,2.961958,?,144,288,666,336,3,24,24,24,24,24,0,24,24,1,0,60,0,0
17-2,9.54,6.252167,4.078,84.7,71.06001,60.93,3.248946,VERDADERO,2,240,?,?,?,17.29,3.816333,?,322,126,367,629,4,24,24,24,24,24,0,24,24,1,0,1140,0,0
18-2,12.02,7.13575,3.69,85,66.42667,43.29,13.48095,FALSO,0.2,60,?,?,?,11.78,3.47925,?,84,719,606,31,2,24,24,24,24,24,0,24,24,1,0,840,0,0
19-2,11.03,6.881751,3.163,75.4,56.44667,40.35,13.38448,FALSO,0,0,?,?,?,15.34,3.961125,?,152,706,412,169,2,24,24,24,24,24,0,24,24,1,0,840,0,0
20-2,13.12,7.528793,2.573,63.14,48.51,30.29,13.68315,FALSO,0,0,?,?,?,26.84,3.873624,?,229,218,341,650,4,24,24,24,24,24,0,24,24,1,0,660,0,0
21-2,14.43,8.822375,3.163,63.67,50.61084,40.17,14.38732,FALSO,0,0,?,?,?,20.2,3.582,?,175,456,483,328,3,24,24,24,24,24,0,24,24,1,0,420,0,0
22-2,14.12,9.825459,6.45,49.83,40.77875,29.7,14.31365,FALSO,0,0,?,?,?,16.15,4.295084,?,138,720,520,56,2,24,24,24,24,24,0,24,24,1,0,60,0,0
23-2,17.33,11.67583,7.04,53.75,42.55709,25.58,14.94778,FALSO,0,0,?,?,?,10.32,2.8405,?,129,234,764,310,3,24,24,24,24,24,0,24,24,1,0,0,0,0
24-2,17.53,12.15917,7.04,56.41,44.47209,31.34,14.57997,FALSO,0,0,?,?,?,10.81,3.411083,?,103,126,437,773,4,24,24,24,24,24,0,24,24,1,0,0,0,0
25-2,17.53,11.36875,6.184,62.27,48.82251,35.45,14.90608,FALSO,0,0,?,?,?,14.37,3.5665,?,112,136,439,752,4,24,24,24,24,24,0,24,24,1,0,0,0,0
26-2,18.12,11.52375,6.45,71.9,52.71666,32.48,15.04746,FALSO,0,0,?,?,?,18.91,3.4565,?,144,145,398,755,4,24,24,24,24,24,0,24,24,1,0,0,0,0
27-2,17.2,10.30513,4.739,74.1,53.47667,41.45,15.62476,FALSO,0,0,?,?,?,13.07,3.342625,?,169,203,672,393,3,24,24,24,24,24,0,24,24,1,0,180,0,0
28-2,14.32,9.67175,5.923,79.5,71.05875,58.79,7.690118,FALSO,0,0,?,?,?,11.94,3.27425,?,347,188,273,633,4,24,24,24,24,24,0,24,24,1,0,60,0,0
1-3,10.4,8.133624,4.671,84.7,73.49915,63.14,5.501771,VERDADERO,5,240,?,?,?,25.39,8.519375,?,881,134,60,369,1,24,24,24,24,24,0,24,24,1,0,420,0,0
2-3,10.96,6.235625,3.358,86.4,72.00209,53.73,11.55943,FALSO,0.4,60,?,?,?,11.13,2.938,?,283,419,421,315,3,24,24,24,24,24,0,24,24,1,0,1020,0,0
3-3,7.7,5.36725,2.37,92.1,75.48124,57.63,1.863997,VERDADERO,13.6,720,?,?,?,19.23,3.691625,?,305,134,436,567,4,24,24,24,24,24,0,24,24,1,0,1380,0,0
4-3,9.67,6.01675,2.965,92.2,76.40458,62.66,6.119783,VERDADERO,9.6,540,?,?,?,17.12,5.159376,?,532,84,255,567,4,24,24,24,24,24,0,24,24,1,0,1020,0,0
5-3,9.59,5.674084,3.295,90.3,79.91293,66.36,6.709824,VERDADERO,6,420,?,?,?,19.23,4.723083,?,545,261,230,402,1,24,24,24,24,24,0,24,24,1,0,1020,0,0
6-3,9,5.696041,3.031,83.1,68.08585,56.53,11.51647,FALSO,0,0,?,?,?,19.55,4.263459,?,175,878,361,28,2,24,24,24,24,24,0,24,24,1,0,1140,0,0
7-3,11.03,6.992792,3.756,71.9,65.55668,58.58,9.906732,FALSO,0,0,?,?,?,18.58,3.793875,?,175,657,517,91,2,24,24,24,24,24,0,24,24,1,0,780,0,0
8-3,13.65,8.240001,3.624,71.8,61.97585,46.76,16.19582,FALSO,0,0,?,?,?,15.18,2.944208,?,129,432,654,229,3,24,24,24,24,24,0,24,24,1,0,540,0,0
9-3,15.24,9.708209,5.396,79.9,66.8875,51.48,13.92127,FALSO,0,0,?,?,?,11.29,3.603251,?,200,258,303,677,4,24,24,24,24,24,0,24,24,1,0,240,0,0
10-3,15.75,10.584,5.791,88.3,74.04082,59.43,14.49567,FALSO,0,0,?,?,?,11.13,3.486959,?,202,227,394,619,4,24,24,24,24,24,0,24,24,1,0,60,0,0
11-3,18.12,12.91833,7.69,88.8,47.65416,29.67,14.37577,FALSO,0.2,60,?,?,?,22.63,5.597,?,429,43,289,678,4,24,24,24,24,24,0,24,24,1,0,0,0,0
12-3,22.12,16.885,12.81,37.72,26.38875,18.78,14.21276,FALSO,0,0,?,?,?,36.24,9.0465,?,665,40,62,670,4,24,24,24,24,24,0,24,24,1,0,0,0,0
13-3,16.3,9.42075,3.285,87.8,58.06041,24.38,4.818787,VERDADERO,14,420,?,?,?,39.97,10.53529,?,753,94,146,444,1,24,24,24,24,24,0,24,24,1,0,420,0,0
14-3,9.28,6.751,4.605,86.5,79.09792,63.69,5.070053,VERDADERO,32,1140,?,?,?,31.38,12.78542,?,998,89,11,342,1,24,24,24,24,24,0,24,24,1,0,900,0,0
15-3,13.93,9.056625,4.935,86.8,75.46749,59.36,9.961308,VERDADERO,4.4,300,?,?,?,37.54,7.809292,?,936,62,29,409,1,24,24,24,24,24,0,24,24,1,0,480,0,0
16-3,10.85,7.410792,4.869,86.6,78.825,71,5.757656,VERDADERO,7.199999,660,?,?,?,25.71,6.174083,?,873,117,56,389,1,24,24,24,24,24,0,24,24,1,0,720,0,0
17-3,9.79,6.739084,3.163,89.4,75.38168,57.36,11.05928,FALSO,0.8,240,?,?,?,32.84,7.701291,?,764,92,76,503,1,24,24,24,24,24,0,24,24,1,0,600,0,0
18-3,12.62,9.842499,7.3,90.9,84.27083,73.6,4.621896,VERDADERO,8.200001,660,?,?,?,29.11,9.702458,?,894,75,37,431,1,24,24,24,24,24,0,24,24,1,0,0,0,0
19-3,17.46,11.99792,7.56,89.1,74.63667,58.29,18.26382,FALSO,0,0,?,?,?,11.29,2.73375,?,112,414,674,241,3,24,24,24,24,24,0,24,24,1,0,0,0,0
20-3,22.82,16.78083,10.78,73.4,46.34208,29.32,19.11205,FALSO,0,0,?,?,?,8.7,2.666791,?,155,279,756,250,3,24,24,24,24,24,0,24,24,1,0,0,0,0
21-3,23.55,18.14208,12.82,51.93,43.45457,36.61,19.11566,FALSO,0,0,?,?,?,15.18,2.751583,?,90,206,784,357,3,24,24,24,24,24,0,24,24,1,0,0,0,0
22-3,24.6,19.67875,14.19,44.49,33.79251,23.33,19.61876,FALSO,0,0,?,?,?,20.36,3.268708,?,89,417,757,176,3,24,24,24,24,24,0,24,24,1,0,0,0,0
23-3,25.25,19.87583,15.97,31.81,26.98333,20,20.142,FALSO,0,0,?,?,?,15.34,3.231375,?,95,494,824,26,3,24,24,24,24,24,0,24,24,1,0,0,0,0
24-3,24.2,19.11292,14.26,40.39,31.26333,21.43,20.32933,FALSO,0,0,?,?,?,15.99,3.340708,?,156,342,464,471,4,24,24,24,24,24,0,24,24,1,0,0,0,0
25-3,21.46,16.86125,11.76,63.24,52.37,42.21,18.39869,FALSO,0,0,?,?,?,19.23,3.259292,?,149,302,458,529,4,24,24,24,24,24,0,24,24,1,0,0,0,0
26-3,19.7,15.15292,10.77,63.69,53.10916,40.1,19.3498,FALSO,0,0,?,?,?,27.98,2.500292,?,154,400,397,489,4,24,24,24,24,24,0,24,24,1,0,0,0,0
27-3,20.8,13.43042,7.36,76,48.32666,22.16,20.59008,FALSO,0,0,?,?,?,35.27,5.248291,?,234,200,465,539,4,24,24,24,24,24,0,24,24,1,0,0,0,0
28-3,13.66,10.01708,7.3,59.79,46.25667,33.63,8.622602,FALSO,0,0,?,?,?,27.65,7.314623,?,341,402,368,330,2,24,24,24,24,24,0,24,24,1,0,0,0,0
29-3,14.96,10.90138,6.179,71.5,57.16875,46.14,15.12764,FALSO,0,0,?,?,?,35.59,3.614167,?,211,419,474,330,3,24,24,24,24,24,0,24,24,1,0,60,0,0
30-3,17.66,12.75292,8.81,71.7,59.17001,48.9,15.9835,FALSO,0,0,?,?,?,22.15,3.752292,?,213,421,323,484,4,24,24,24,24,24,0,24,24,1,0,0,0,0
31-3,19.95,13.7775,8.09,59.13,43.35041,29.67,18.56848,FALSO,0,0,?,?,?,21.34,4.597458,?,341,297,363,436,4,24,24,24,24,24,0,24,24,1,0,0,0,0
1-4,14.19,11.64291,8.6,71.6,47.12041,34.33,8.159796,FALSO,0.2,60,?,?,?,21.17,4.192375,?,334,388,305,417,4,24,24,24,24,24,0,24,24,1,0,0,0,0
2-4,10.85,7.240499,4.012,92.6,82.17582,67.71,6.069894,VERDADERO,11.4,660,?,?,?,23.6,5.56025,?,322,742,179,198,2,24,24,24,24,24,0,24,24,1,0,720,0,0
3-4,10.85,6.733584,3.939,90.1,71.85042,61.56,11.56867,VERDADERO,15.2,720,?,?,?,36.89,11.44417,?,1009,109,14,305,1,24,24,24,24,24,0,24,24,1,0,1080,0,0
4-4,10.31,5.839584,1.845,89.2,62.87708,49.83,15.91018,FALSO,0.6,120,?,?,?,34.13,7.69821,?,800,240,43,359,1,24,24,24,24,24,0,24,24,1,0,1020,0,0
5-4,12.94,8.92129,4.342,92.4,79.805,68.01,10.94024,FALSO,1,240,?,?,?,30.41,6.904958,?,636,50,86,667,4,24,24,24,24,24,0,24,24,1,0,480,0,0
6-4,11.37,7.644543,4.401,86.8,79.91125,68.17,4.836326,VERDADERO,18.4,1080,?,?,?,32.68,9.948958,?,963,60,15,399,1,24,24,24,24,24,0,24,24,1,0,540,0,0
7-4,12.08,7.131791,3.558,86.6,67.26499,45.69,10.46091,VERDADERO,8.8,420,?,?,?,23.12,7.381625,?,580,59,165,629,4,24,24,24,24,24,0,24,24,1,0,960,0,0
8-4,15.1,9.872001,3.95,73.8,60.69584,45.94,18.33716,FALSO,0,0,?,?,?,18.1,4.464876,?,192,279,329,637,4,24,24,24,24,24,0,24,24,1,0,480,0,0
9-4,14.97,10.55375,7.43,71.9,56.06,34.78,9.396479,FALSO,0.2,60,?,?,?,17.61,3.908083,?,126,211,494,609,4,24,24,24,24,24,0,24,24,1,0,0,0,0
10-4,16.94,11.64083,6.911,72.9,59.91834,39.06,20.15248,FALSO,1,120,?,?,?,31.22,6.117292,?,395,252,186,609,4,24,24,24,24,24,0,24,24,1,0,0,0,0
11-4,10.06,5.23425,1.516,91,84.60043,68.19,2.548383,VERDADERO,35.2,960,?,?,?,24.41,6.034042,?,561,229,217,432,1,24,24,24,24,24,0,24,24,1,0,1260,0,0
12-4,19.32,3.945667,1.193,87.9,83.91666,77.5,2.921458,VERDADERO,7.399999,480,?,?,?,28.14,10.42538,?,803,99,74,463,1,24,24,24,24,24,0,24,24,1,0,1440,0,0
13-4,13.47,8.767958,6.053,88.6,78.96917,66.48,9.656352,VERDADERO,2.6,300,?,?,?,30.08,5.085917,?,372,189,320,560,4,24,24,24,24,24,0,24,24,1,0,240,0,0
14-4,13.27,8.491584,5.263,91.3,81.36625,66.73,9.411191,VERDADERO,5.4,420,?,?,?,26.2,4.057709,?,297,205,217,717,4,24,24,24,24,24,0,24,24,1,0,240,0,0
15-4,12.74,9.167501,7.3,80.1,72.67042,56.05,8.17628,FALSO,0,0,?,?,?,22.47,4.541832,?,440,225,268,508,4,24,24,24,24,24,0,24,24,1,0,0,0,0
16-4,37.89,10.513,5.198,83.6,64.79041,52.63,21.25458,FALSO,0,0,?,?,?,21.17,4.257417,?,244,412,331,452,4,24,24,24,24,24,0,24,24,1,0,180,10,0
17-4,17.13,12.12292,7.83,65.99,54.94208,40.49,19.7986,FALSO,0,0,?,?,?,15.99,4.000958,?,285,291,119,745,4,24,24,24,24,24,0,24,24,1,0,0,0,0
18-4,18.84,13.44041,8.95,64.76,52.19292,37.18,18.99828,FALSO,0,0,?,?,?,13.4,3.666667,?,361,299,248,530,4,24,24,24,24,24,0,24,24,1,0,0,0,0
19-4,19.77,14.21542,9.01,65.79,51.5475,32.2,20.31034,FALSO,0,0,?,?,?,14.86,4.05275,?,215,362,312,552,4,24,24,24,24,24,0,24,24,1,0,0,0,0
20-4,22.18,16.36959,10.77,62.17,44.65918,28.51,23.7151,FALSO,0,0,?,?,?,13.4,4.074917,?,109,476,544,311,3,24,24,24,24,24,0,24,24,1,0,0,0,0
21-4,24.34,18.4075,11.89,55.23,35.89208,19.69,24.47956,FALSO,0,0,?,?,?,16.48,4.515459,?,127,593,633,88,3,24,24,24,24,24,0,24,24,1,0,0,0,0
22-4,22.76,16.97208,11.56,64.82,37.7475,21.81,24.87589,FALSO,0,0,?,?,?,24.58,5.469625,?,277,452,326,385,2,24,24,24,24,24,0,24,24,1,0,0,0,0
23-4,22.96,17.3225,12.02,36.47,29.20625,20.87,24.95912,FALSO,0,0,?,?,?,26.52,4.977501,?,241,504,299,397,2,24,24,24,24,24,0,24,24,1,0,0,0,0
24-4,24.27,19.09833,13.27,33.2,28.44584,20.45,24.8913,FALSO,0,0,?,?,?,14.53,3.690625,?,241,382,418,398,3,24,24,24,24,24,0,24,24,1,0,0,0,0
25-4,25.52,20.33875,15.51,39.27,31.05,17.44,24.98399,FALSO,0,0,?,?,?,17.77,3.49525,?,195,381,402,463,4,24,24,24,24,24,0,24,24,1,0,0,0,0
26-4,27.09,21.73417,16.89,41.52,32.48708,19.16,24.6528,FALSO,0,0,?,?,?,16.48,5.124833,?,436,217,132,647,4,24,24,24,24,24,0,24,24,1,0,0,0,0
27-4,26.7,20.73916,15.9,48.86,37.19041,24.79,24.75873,FALSO,0,0,?,?,?,15.02,4.9245,?,415,233,203,591,4,24,24,24,24,24,0,24,24,1,0,0,0,0
28-4,23.24,17.32417,12.62,73.1,58.30833,44.04,24.55725,FALSO,0,0,?,?,?,26.52,5.385333,?,339,177,263,660,4,24,24,24,24,24,0,24,24,1,0,0,0,0
29-4,23.42,16.86667,10.31,92,63.39125,33.8,24.62467,FALSO,0,0,?,?,?,15.34,4.992791,?,243,361,229,608,4,24,24,24,24,24,0,24,24,1,0,0,0,0
30-4,25.39,18.81583,13.53,67.38,50.51958,30.73,24.38802,FALSO,0,0,?,?,?,16.31,4.53825,?,410,282,357,384,1,24,24,24,24,24,0,24,24,1,0,0,0,0
1-5,19.69,15.58875,11.5,78.9,54.2875,35.01,22.45452,FALSO,0,0,?,?,?,22.96,6.9565,?,621,171,83,557,1,24,24,24,24,24,0,24,24,1,0,0,0,0
2-5,15.55,10.79491,5.257,78,52.80956,34.92,22.42481,VERDADERO,2.4,180,?,?,?,23.28,6.525739,?,754,250,51,324,1,23,23,23,23,23,0,23,23,0,0,120,0,0
3-5,14.98,8.872583,4.671,81.1,53.61667,28.96,21.33145,FALSO,0,0,?,?,?,20.53,5.884875,?,217,888,255,80,2,24,24,24,24,24,0,24,24,1,0,480,0,0
4-5,17,11.85929,5.528,50.67,34.74625,22.25,26.96318,FALSO,0,0,?,?,?,17.61,3.804708,?,152,430,559,301,3,24,24,24,24,24,0,24,24,1,0,120,0,0
5-5,16.87,13.47708,9.52,65.34,36.33376,28.98,11.78512,FALSO,0,0,?,?,?,15.02,4.321333,?,175,579,215,467,2,24,24,24,24,24,0,24,24,1,0,0,0,0
6-5,14.19,10.13625,7.5,73.5,59.43959,45.5,8.88574,FALSO,0.4,120,?,?,?,16.15,4.201041,?,350,255,345,488,4,24,24,24,24,24,0,24,24,1,0,0,0,0
7-5,10.51,7.85175,5.659,91.8,85.30833,76.8,5.420725,VERDADERO,7.4,600,?,?,?,13.4,3.196459,?,172,729,323,211,2,24,24,24,24,24,0,24,24,1,0,480,0,0
8-5,11.37,8.073459,5.901,86.9,77.59916,61.87,13.57041,VERDADERO,13.6,660,?,?,?,27.82,10.98475,?,1039,85,8,305,1,24,24,24,24,24,0,24,24,1,0,300,0,0
9-5,12.67,9.539582,6.97,86.1,78.76167,68.76,7.545146,VERDADERO,3.2,420,?,?,?,24.25,7.883291,?,742,116,54,529,1,24,24,24,24,24,0,24,24,1,0,0,0,0
10-5,13.99,10.22375,8.75,92,85.95415,76.8,6.577178,VERDADERO,4.4,540,?,?,?,25.22,8.169209,?,743,82,57,553,1,24,24,24,24,24,0,24,24,1,0,0,0,0
11-5,27.95,10.5925,7.5,80.2,64.22958,47.95,18.84553,FALSO,0,0,?,?,?,23.93,6.318167,?,780,126,30,503,1,24,24,24,24,24,0,24,24,1,0,0,0,0
12-5,20.28,13.65792,7.63,64.62,52.33792,33.2,26.85403,FALSO,0,0,?,?,?,13.88,4.386,?,164,355,306,613,4,24,24,24,24,24,0,24,24,1,0,0,0,0
13-5,23.23,16.56583,10.77,61.69,46.03583,26.91,27.27293,FALSO,0,0,?,?,?,21.66,4.686041,?,354,152,222,705,4,24,24,24,24,24,0,24,24,1,0,0,0,0
14-5,26.05,17.5375,12.22,66.25,46.66,25.99,21.08755,FALSO,0,0,?,?,?,12.26,4.096625,?,119,279,241,322,4,16,16,16,16,16,0,16,16,0,0,0,0,0
14-6,35.51,26.87572,23.88,29.01,21.58889,12.3,4.173365,FALSO,0,0,?,?,?,15.67,5.004,?,38,49,142,192,4,9,7,9,8,9,0,9,7,0,0,0,33,0
15-6,33.53,26.56292,21.21,32.51,24.79,20.29,25.97533,FALSO,0,0,?,?,?,16.31,4.409708,?,163,318,293,423,4,24,24,24,24,24,0,24,20,1,0,0,360,0
16-6,36.15,28.83459,22.33,28.1,21.03542,14.82,27.02923,FALSO,0,0,?,?,?,16.48,4.391041,?,197,323,274,346,4,24,24,24,24,24,0,24,19,1,0,0,580,0
17-6,36.21,29.08084,22.6,32.1,22.92208,16.53,26.00356,FALSO,0,0,?,?,?,16.31,4.198958,?,218,291,284,285,2,24,24,24,24,24,0,24,18,1,0,0,610,0
18-6,33.07,26.18291,19.37,48.84,34.83333,23.44,26.23507,FALSO,0,0,?,?,?,14.69,5.064417,?,140,128,183,566,4,24,24,24,24,24,0,24,17,1,0,0,320,0
19-6,30.71,24.61458,18.05,56.12,40.34667,28.95,23.05048,FALSO,0,0,?,?,?,14.21,4.774834,?,270,375,254,479,4,24,24,24,24,24,0,24,23,1,0,0,60,0
20-6,32.75,25.33333,18.19,59.37,38.385,23.54,26.80707,FALSO,0,0,?,?,?,15.5,4.343791,?,140,324,284,514,4,24,24,24,24,24,0,24,21,1,0,0,300,0
21-6,33.72,26.97625,20.16,48.91,34.61041,20.83,27.67603,FALSO,0,0,?,?,?,14.53,4.73,?,178,292,151,575,4,24,24,24,24,24,0,24,20,1,0,0,410,0
22-6,35.29,28.74208,22.92,37.74,28.07083,17.85,28.07496,FALSO,0,0,?,?,?,17.93,5.624125,?,173,161,83,481,4,24,24,24,24,24,0,24,15,1,0,0,560,0
23-6,32.68,26.87541,20.56,45.39,28.75417,14.15,28.60274,FALSO,0,0,?,?,?,22.96,5.418417,?,189,150,173,446,4,24,24,24,24,24,0,24,16,1,0,0,370,0
24-6,29.4,22.62167,15.97,40.59,32.39334,19.36,28.21025,FALSO,0,0,?,?,?,15.67,5.376583,?,155,195,138,590,4,24,24,24,24,24,0,24,18,1,0,0,0,0
25-6,30.71,22.83583,15.05,54.16,38.00959,27.38,24.73479,FALSO,0,0,?,?,?,21.34,5.037791,?,211,487,474,266,2,24,24,24,24,24,0,24,24,1,0,0,80,0
26-6,30.91,25.18625,19.76,59.64,41.14999,30.75,25.25083,FALSO,0,0,?,?,?,19.72,5.169083,?,223,347,321,368,4,24,24,24,24,24,0,24,21,1,0,0,50,0
27-6,31.5,22.69333,14.12,78.2,48.43749,19.2,25.35671,FALSO,0,0,?,?,?,16.15,5.234833,?,328,159,85,503,4,24,24,24,24,24,0,24,18,1,0,0,70,0
28-6,32.68,25.9025,19.24,50.11,29.62708,14.35,26.93357,FALSO,0,0,?,?,?,19.07,5.097292,?,225,132,102,437,4,24,24,24,24,24,0,24,15,1,0,0,330,0
29-6,28.41,23.22584,17.73,46.42,34.43583,25.44,27.99995,FALSO,0,0,?,?,?,24.74,6.688959,?,395,165,196,386,1,24,24,24,24,24,0,24,19,1,0,0,0,0
30-6,26.58,19.60417,12.61,75.4,54.87584,39.81,27.40284,FALSO,0,0,?,?,?,22.63,6.670916,?,404,182,248,542,4,24,24,24,24,24,0,24,23,1,0,0,0,0
1-7,24.68,18.36583,11.49,86.8,60.00917,38.37,21.99272,FALSO,0,0,?,?,?,16.64,4.774126,?,373,425,254,388,2,24,24,24,24,24,0,24,24,1,0,0,0,0
2-7,29.59,22.15391,14.85,66.16,43.89042,24.85,26.46095,FALSO,0,0,?,?,?,16.8,5.044125,?,352,228,148,589,4,24,23,24,24,24,0,24,22,1,0,0,0,0
3-7,31.96,25.23916,18.32,47.95,31.39501,15.5,27.5423,FALSO,0,0,?,?,?,14.69,5.137667,?,260,176,150,549,4,24,24,24,24,24,0,24,19,1,0,0,290,0
4-7,33.99,27.48666,20.42,31.25,22.09,13.73,27.64965,FALSO,0,0,?,?,?,17.61,4.948958,?,175,196,288,240,3,24,24,24,24,24,0,24,15,1,0,0,440,0
5-7,32.16,26.40458,20.36,37.18,28.225,20.42,27.27064,FALSO,0,0,?,?,?,17.61,5.5905,?,221,84,186,284,4,24,24,24,24,24,0,24,13,1,0,0,290,0
6-7,32.74,26.52541,19.77,41.93,27.66708,17.25,27.09721,FALSO,0,0,?,?,?,16.8,5.667499,?,301,315,147,491,4,24,24,24,24,24,0,24,21,1,0,0,370,0
7-7,31.96,25.60792,19.24,63.21,42.60041,29.99,24.9057,FALSO,0,0,?,?,?,15.34,5.223543,?,301,346,186,488,4,24,24,24,24,24,0,24,22,1,0,0,220,0
8-7,30.32,24.23167,18.65,66.42,49.02,29.54,25.38041,FALSO,0,0,?,?,?,19.23,6.3555,?,337,101,114,522,4,24,24,24,24,24,0,24,18,1,0,0,40,0
9-7,28.87,22.97958,15.9,73.9,45.0825,20.46,27.5407,FALSO,0,0,?,?,?,21.34,7.439291,?,384,111,114,529,4,24,24,24,24,24,0,24,19,1,0,0,0,0
10-7,29.92,23.12666,15.97,65.66,43.12167,21.29,27.37727,FALSO,0,0,?,?,?,17.12,5.723667,?,247,183,198,451,4,24,24,24,24,24,0,24,18,1,0,0,0,0
11-7,32.29,24.93583,17.41,65.25,40.41459,19.85,27.08364,FALSO,0,0,?,?,?,17.93,5.137333,?,190,186,195,447,4,24,24,24,24,24,0,24,17,1,0,0,280,0
12-7,32.09,25.75167,19.11,29.3,22.26666,14.1,27.50712,FALSO,0,0,?,?,?,19.88,5.337458,?,309,201,146,363,4,24,24,24,24,24,0,24,17,1,0,0,240,0
13-7,31.3,25.85583,19.9,39.84,27.24625,17.01,25.39616,FALSO,0,0,?,?,?,17.93,5.003959,?,264,422,176,341,2,24,24,24,24,24,0,24,20,1,0,0,140,0
14-7,25.91,22.26958,18.19,41.5,23.495,11.02,28.09054,FALSO,0,0,?,?,?,19.72,7.671207,?,178,1001,238,23,2,24,24,24,24,24,0,24,24,1,0,0,0,0
15-7,27.75,21.72833,14.85,37.48,25.51125,15.24,27.55556,FALSO,0,0,?,?,?,18.26,4.57725,?,148,729,475,87,2,24,24,24,24,24,0,24,24,1,0,0,0,0
16-7,30.71,24.00916,18.32,34.57,23.71792,12.19,27.57654,FALSO,0,0,?,?,?,15.67,4.430875,?,140,561,543,194,2,24,24,24,24,24,0,24,24,1,0,0,30,0
